SubjectID,researchdate,BrandID,Brand,CategoryDelivery,daily_ots,score,threshold,reason
4548647573216189508,2025-09-29,221535,weissgauff,Крупная техника,115729.255,1.391424,83173.223575,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=global; row_count=5
2954367870147816270,2025-09-30,204459,estel,Краски для волос,149986.382,1.803301,83173.223575,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=global; row_count=13
6341074104264853846,2025-10-01,224020,atlant (бытовая техника),Крупная техника,107994.115,1.298424,83173.223575,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=global; row_count=5
7576643904375722625,2025-10-01,242139,яндекс,Крупная техника,115170.835,1.38471,83173.223575,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=global; row_count=5
1585271561336914069,2025-10-02,207447,honor,Смартфоны,151394.144,1.105975,136887.510649,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=category; row_count=16
4107288419676846176,2025-10-02,242139,яндекс,Аудиотехника,117100.92,1.056274,110862.231773,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=category; row_count=5
8214571128982578588,2025-10-04,207447,honor,Смарт-часы и браслеты,112017.339,1.258981,88974.595949,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=brand; row_count=7
3747000630363940378,2025-10-05,198484,apple iphone,Смартфоны,295026.602,1.681757,175427.606026,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=brand; row_count=17
7576643904375722625,2025-10-05,221942,xiaomi,Смарт-часы и браслеты,116237.424,1.397534,83173.223575,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=global; row_count=6
4179348185308884928,2025-10-06,221942,xiaomi,Смарт-часы и браслеты,86243.64,1.036916,83173.223575,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=global; row_count=10
4692759896965140290,2025-10-06,214973,philips,Малая техника,111220.648,1.022556,108767.245042,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=brand; row_count=14
4755806029018135186,2025-10-07,216800,royal clima,Малая техника,139637.966,1.678881,83173.223575,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=global; row_count=17
5269224956824505472,2025-10-08,217050,salomon,Обувь,91099.624,1.0953,83173.223575,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=global; row_count=4
6052843423965704808,2025-10-08,242139,яндекс,Аудиотехника,162804.576,1.468531,110862.231773,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=category; row_count=24
6927906236549392704,2025-10-09,214142,oneplus,Смартфоны,211632.9,1.434844,147495.365893,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=brand; row_count=15
2738194092690289025,2025-10-11,242139,яндекс,Аудиотехника,154336.818,1.39215,110862.231773,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=category; row_count=6
1585271561336984926,2025-10-14,200628,bork,Малая техника,143372.14,1.655509,86603.052346,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=brand; row_count=2
3901231049869308352,2025-10-14,213474,nike,Обувь,211378.812,1.68088,125754.821374,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=brand; row_count=12
