SubjectID,researchdate,BrandID,Brand,CategoryDelivery,daily_ots,score,threshold,reason
7576643904375722625,2025-10-14,221942,xiaomi,Крупная техника,207569.853,2.495633,83173.223575,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=global; row_count=9
7576643904375722625,2025-10-14,336545,apple tv,Крупная техника,115316.585,1.386463,83173.223575,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=global; row_count=5
2316166949196710976,2025-10-15,198484,apple iphone,Смартфоны,765205.8,4.361946,175427.606026,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=brand; row_count=12
5332267584642577308,2025-10-15,215234,poco,Смартфоны,236657.976,1.533834,154291.826538,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=brand; row_count=24
946914460040435776,2025-10-16,213474,nike,Обувь,172244.184,1.369683,125754.821374,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=brand; row_count=7
1666343015431464640,2025-10-16,281079,samsung galaxy,Смартфоны,311807.792,2.04505,152469.548181,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=brand; row_count=8
2242869852638387712,2025-10-16,214199,oppo (электроника),Смартфоны,164282.37,1.200127,136887.510649,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=category; row_count=10
2748908614381779392,2025-10-16,218679,stellary,Макияж для губ,189765.06,1.676608,113183.907225,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=category; row_count=6
6196958805535046283,2025-10-17,210647,londa,Краски для волос,92929.302,1.117298,83173.223575,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=global; row_count=3
6710374448786440788,2025-10-17,281079,samsung galaxy,Смартфоны,167972.848,1.101681,152469.548181,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=brand; row_count=8
5701568878757409536,2025-10-19,281079,samsung galaxy,Смартфоны,159013.152,1.042917,152469.548181,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=brand; row_count=12
4261308455727522880,2025-10-20,201165,calvin klein,Одежда,126789.88,1.524407,83173.223575,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=global; row_count=8
1585271561336817322,2025-10-21,205516,francesco donni,Обувь,139688.49,1.679489,83173.223575,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=global; row_count=6
1738401682216574849,2025-10-21,198484,apple iphone,Смартфоны,176132.04,1.004016,175427.606026,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=brand; row_count=7
5197164996113048095,2025-10-22,213474,nike,Обувь,139576.325,1.109908,125754.821374,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=brand; row_count=25
4107288419676846091,2025-10-25,197627,adidas,Обувь,190050.157,2.284992,83173.223575,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=global; row_count=11
7647124857813028096,2025-10-25,199821,behringer,Аудиотехника,645349.152,5.821181,110862.231773,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=category; row_count=14
1585271561336984926,2025-10-26,207501,hotpoint,Крупная техника,199377.669,2.397138,83173.223575,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=global; row_count=3
2242869852638387712,2025-10-29,214199,oppo (электроника),Смарт-часы и браслеты,114619.614,1.378083,83173.223575,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=global; row_count=6
8872102004503143591,2025-10-29,214142,oneplus,Смартфоны,345369.42,2.341561,147495.365893,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=brand; row_count=12
8872102004503143591,2025-10-29,221942,xiaomi,Смартфоны,201465.495,1.47176,136887.510649,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=category; row_count=7
1306055918923481346,2025-10-30,369276,iqoo,Смартфоны,204047.008,1.490618,136887.510649,daily_ots выше robust-z порога 3.5 по log1p(daily_ots); threshold_source=category; row_count=8
